areaName,Borough,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Fort Greene,Brooklyn,84.16666666666667,82.58333333333333,85.75,118.58333333333333,214.5,283.25,315.5,379.4166666666667,230.75,231.25,351.6666666666667,255.66666666666666,169.5,195.58333333333334,195.41666666666666,146.0
Fresh Meadows,Queens,0.0,0.4166666666666667,0.25,1.6666666666666667,3.6666666666666665,4.0,2.8333333333333335,7.333333333333333,3.3333333333333335,5.583333333333333,3.75,3.0833333333333335,3.0833333333333335,10.166666666666666,23.5,19.0
Gerritsen Beach,Brooklyn,0.16666666666666666,0.0,0.0,0.0,0.5833333333333334,0.0,0.4166666666666667,1.75,3.5833333333333335,1.0833333333333333,0.5,0.5,0.5833333333333334,0.8333333333333334,1.75,0.0
Glen Oaks,Queens,0.16666666666666666,4.166666666666667,4.583333333333333,3.25,7.416666666666667,5.083333333333333,5.083333333333333,3.75,5.583333333333333,3.9166666666666665,5.5,4.25,3.1666666666666665,5.166666666666667,6.166666666666667,4.5
Glendale,Queens,1.1666666666666667,2.0,9.083333333333334,9.5,11.333333333333334,24.083333333333332,34.25,43.0,48.333333333333336,55.0,38.333333333333336,47.833333333333336,46.75,45.916666666666664,33.916666666666664,42.5
Gowanus,Brooklyn,10.75,20.25,17.083333333333332,51.166666666666664,103.33333333333333,108.58333333333333,112.66666666666667,154.0,143.41666666666666,100.58333333333333,143.5,145.08333333333334,72.66666666666667,96.33333333333333,111.33333333333333,198.0
Gramercy Park,Manhattan,227.16666666666666,190.58333333333334,253.91666666666666,305.75,342.6666666666667,382.5,429.9166666666667,447.75,393.75,349.1666666666667,575.9166666666666,377.1666666666667,219.66666666666666,305.0833333333333,285.4166666666667,175.0
Gravesend,Brooklyn,8.416666666666666,13.083333333333334,17.166666666666668,37.666666666666664,37.583333333333336,69.41666666666667,65.66666666666667,84.91666666666667,83.66666666666667,83.5,62.0,92.0,79.91666666666667,51.083333333333336,72.16666666666667,86.0
Greenpoint,Brooklyn,66.16666666666667,61.833333333333336,84.33333333333333,150.91666666666666,294.6666666666667,471.1666666666667,467.25,595.3333333333334,616.3333333333334,472.9166666666667,760.6666666666666,551.5,364.9166666666667,490.4166666666667,607.5,575.0
Greenwich Village,Manhattan,431.5833333333333,331.1666666666667,370.9166666666667,457.1666666666667,442.9166666666667,461.6666666666667,538.0,533.5833333333334,445.3333333333333,424.4166666666667,728.0833333333334,414.25,274.0833333333333,358.0,335.9166666666667,239.5
Greenwood,Brooklyn,16.916666666666668,22.083333333333332,20.75,43.333333333333336,109.33333333333333,140.16666666666666,150.16666666666666,209.66666666666666,222.5,184.33333333333334,213.08333333333334,195.91666666666666,110.66666666666667,139.58333333333334,139.41666666666666,116.0
Hamilton Heights,Manhattan,87.75,102.5,129.75,172.66666666666666,250.0,293.5,327.75,350.9166666666667,327.75,310.6666666666667,443.8333333333333,493.1666666666667,252.58333333333334,277.4166666666667,246.16666666666666,184.5
Highbridge,Bronx,2.5,2.5,6.0,6.25,8.5,14.75,14.833333333333334,20.833333333333332,21.666666666666668,28.166666666666668,20.75,28.333333333333332,22.416666666666668,21.083333333333332,15.583333333333334,15.5
Hillcrest,Queens,0.16666666666666666,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.8333333333333334,1.8333333333333333,4.083333333333333,10.666666666666666,7.5,8.666666666666666,4.833333333333333,2.5833333333333335,6.5,6.5,4.333333333333333,3.0
Hollis,Queens,0.0,0.0,0.0,0.5833333333333334,0.75,3.0,2.1666666666666665,2.8333333333333335,3.0,4.5,5.333333333333333,7.083333333333333,3.5833333333333335,5.083333333333333,11.5,11.5
Howard Beach,Queens,1.25,0.3333333333333333,0.5,1.4166666666666667,2.0,5.5,3.75,7.25,8.333333333333334,5.083333333333333,5.083333333333333,5.333333333333333,13.0,8.166666666666666,6.083333333333333,6.5
Hunts Point,Bronx,0.0,0.16666666666666666,0.4166666666666667,0.5,0.16666666666666666,3.4166666666666665,2.3333333333333335,6.5,6.083333333333333,4.583333333333333,3.6666666666666665,2.0,3.8333333333333335,2.6666666666666665,3.75,3.5
Inwood,Manhattan,25.166666666666668,25.25,41.666666666666664,40.833333333333336,91.5,118.75,132.0,164.08333333333334,174.83333333333334,173.08333333333334,161.58333333333334,188.66666666666666,144.66666666666666,113.83333333333333,109.16666666666667,86.5
Jackson Heights,Queens,9.916666666666666,15.666666666666666,17.25,25.166666666666668,68.66666666666667,115.91666666666667,94.08333333333333,160.16666666666666,149.33333333333334,139.25,157.66666666666666,156.33333333333334,122.66666666666667,141.0,106.66666666666667,110.5
Jamaica,Queens,1.0833333333333333,5.916666666666667,10.416666666666666,11.0,11.583333333333334,12.916666666666666,18.333333333333332,38.583333333333336,29.25,47.75,49.583333333333336,96.5,125.83333333333333,159.58333333333334,178.58333333333334,213.5
Jamaica Estates,Queens,0.5,3.75,1.0833333333333333,3.6666666666666665,9.666666666666666,15.416666666666666,27.75,20.0,24.666666666666668,17.083333333333332,23.083333333333332,20.583333333333332,31.833333333333332,39.166666666666664,34.583333333333336,22.5
Jamaica Hills,Queens,0.5,1.9166666666666667,1.9166666666666667,0.8333333333333334,2.1666666666666665,3.0,5.166666666666667,7.583333333333333,6.75,9.833333333333334,8.25,13.833333333333334,14.0,18.916666666666668,14.583333333333334,9.5
Kensington,Brooklyn,13.666666666666666,19.333333333333332,24.416666666666668,39.666666666666664,90.41666666666667,150.16666666666666,145.91666666666666,206.25,212.58333333333334,211.0,200.33333333333334,220.41666666666666,149.0,118.58333333333333,120.83333333333333,120.5
Kew Gardens,Queens,13.25,12.166666666666666,28.666666666666668,34.75,70.66666666666667,105.08333333333333,101.33333333333333,133.83333333333334,136.5,128.5,135.16666666666666,166.0,132.58333333333334,112.91666666666667,128.25,146.0
Kew Gardens Hills,Queens,5.5,6.0,8.0,8.5,14.083333333333334,31.5,36.916666666666664,50.166666666666664,46.166666666666664,44.333333333333336,31.25,30.083333333333332,34.5,26.5,20.166666666666668,31.0
Kingsbridge,Bronx,7.833333333333333,4.416666666666667,16.666666666666668,18.25,28.166666666666668,49.083333333333336,70.75,58.916666666666664,68.5,68.91666666666667,44.333333333333336,62.833333333333336,45.083333333333336,50.0,50.0,58.5
Laconia,Bronx,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.4166666666666667,0.5833333333333334,0.5,1.9166666666666667,1.25,0.6666666666666666,2.3333333333333335,4.5,2.4166666666666665,1.0
Laurelton,Queens,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.6666666666666666,1.6666666666666667,3.0,2.3333333333333335,3.0833333333333335,2.1666666666666665,3.4166666666666665,2.5833333333333335,1.1666666666666667,4.0
Little Italy,Manhattan,65.5,50.25,42.75,44.666666666666664,67.66666666666667,72.25,94.83333333333333,96.66666666666667,82.58333333333333,97.0,140.66666666666666,90.08333333333333,55.916666666666664,75.0,75.33333333333333,55.0
Little Neck,Queens,0.9166666666666666,0.4166666666666667,2.0833333333333335,4.666666666666667,3.1666666666666665,3.5833333333333335,4.75,5.25,2.5,5.25,2.25,2.75,3.9166666666666665,1.9166666666666667,4.916666666666667,2.0
Long Island City,Queens,113.58333333333333,83.58333333333333,323.6666666666667,291.75,549.1666666666666,509.4166666666667,645.25,681.8333333333334,694.5,713.1666666666666,958.5833333333334,980.0833333333334,627.0,783.75,941.5,972.5
Longwood,Bronx,1.5,1.75,1.0,0.25,0.9166666666666666,2.25,3.1666666666666665,6.5,6.333333333333333,10.0,7.166666666666667,5.416666666666667,4.416666666666667,2.25,3.4166666666666665,1.5
Lower East Side,Manhattan,218.75,258.0,263.25,341.0,423.75,451.3333333333333,521.1666666666666,581.0833333333334,550.75,595.4166666666666,1028.0833333333333,733.9166666666666,558.5,716.5833333333334,675.4166666666666,397.0
Manhattan Beach,Brooklyn,0.8333333333333334,0.16666666666666666,2.1666666666666665,1.0833333333333333,0.75,4.666666666666667,6.5,5.25,2.4166666666666665,2.75,1.8333333333333333,1.8333333333333333,1.25,1.1666666666666667,1.3333333333333333,2.0
Marble Hill,Manhattan,0.16666666666666666,0.0,0.5833333333333334,3.0,5.0,5.916666666666667,3.75,7.333333333333333,10.5,11.083333333333334,7.666666666666667,10.083333333333334,7.583333333333333,4.75,4.583333333333333,4.5
Marine Park,Brooklyn,0.25,4.166666666666667,0.5833333333333334,1.8333333333333333,3.5833333333333335,9.416666666666666,9.666666666666666,11.083333333333334,9.5,10.583333333333334,6.833333333333333,9.083333333333334,8.5,4.583333333333333,5.25,6.0
Maspeth,Queens,1.6666666666666667,2.0833333333333335,3.5,4.583333333333333,10.166666666666666,32.916666666666664,35.083333333333336,58.916666666666664,57.333333333333336,59.166666666666664,52.166666666666664,58.333333333333336,59.916666666666664,58.666666666666664,44.083333333333336,65.0
Melrose,Bronx,1.0833333333333333,5.416666666666667,1.0,0.75,2.5,2.5833333333333335,4.0,10.5,10.75,16.583333333333332,11.583333333333334,12.166666666666666,14.583333333333334,12.25,10.416666666666666,11.0
Middle Village,Queens,0.5,0.25,0.5,0.6666666666666666,7.166666666666667,17.333333333333332,14.916666666666666,20.083333333333332,20.666666666666668,28.083333333333332,21.25,33.666666666666664,29.416666666666668,31.0,27.75,22.0
Midtown,Manhattan,397.75,343.1666666666667,394.4166666666667,433.0833333333333,506.4166666666667,576.1666666666666,634.5833333333334,548.75,489.5,484.6666666666667,619.0833333333334,511.3333333333333,340.0,444.1666666666667,405.25,312.0
Midtown East,Manhattan,1460.6666666666667,1277.9166666666667,1353.3333333333333,1651.9166666666667,1953.75,2054.0833333333335,2234.4166666666665,2410.9166666666665,2138.5833333333335,2030.25,3051.5,2570.25,1585.8333333333333,2052.0,1955.5833333333333,1484.5
Midtown South,Manhattan,182.41666666666666,170.41666666666666,200.58333333333334,255.08333333333334,343.5833333333333,466.5,549.0833333333334,561.5833333333334,274.6666666666667,254.16666666666666,376.75,281.0833333333333,200.25,256.75,255.25,209.0
Midtown West,Manhattan,772.3333333333334,714.3333333333334,865.9166666666666,1091.75,1330.8333333333333,1543.3333333333333,1687.9166666666667,1703.5833333333333,1568.75,1500.0833333333333,2131.0833333333335,1669.5833333333333,1072.6666666666667,1466.8333333333333,1429.1666666666667,1202.5
Midwood,Brooklyn,11.916666666666666,30.75,35.25,48.75,85.58333333333333,123.58333333333333,131.0,217.25,229.41666666666666,263.3333333333333,240.16666666666666,271.5,187.83333333333334,165.08333333333334,189.16666666666666,180.0
Mill Basin,Brooklyn,0.0,0.0,0.3333333333333333,1.5,3.0833333333333335,1.3333333333333333,1.1666666666666667,2.75,4.416666666666667,2.1666666666666665,1.3333333333333333,2.25,2.0833333333333335,2.3333333333333335,0.75,1.5
Morningside Heights,Manhattan,43.5,37.583333333333336,52.833333333333336,67.5,105.16666666666667,132.33333333333334,160.0,153.83333333333334,137.0,140.5,203.33333333333334,162.91666666666666,99.41666666666667,120.33333333333333,136.58333333333334,97.0
Morris Heights,Bronx,0.16666666666666666,0.08333333333333333,0.5,0.3333333333333333,9.25,12.416666666666666,14.666666666666666,16.666666666666668,10.333333333333334,16.416666666666668,14.583333333333334,9.5,12.833333333333334,6.916666666666667,7.5,2.0
Morris Park,Bronx,4.0,3.6666666666666665,4.0,4.0,24.666666666666668,38.666666666666664,54.5,35.916666666666664,29.75,25.833333333333332,16.666666666666668,14.25,11.916666666666666,15.0,7.5,11.0
Morrisania,Bronx,0.3333333333333333,0.6666666666666666,0.4166666666666667,0.8333333333333334,2.0,5.5,6.166666666666667,4.666666666666667,9.333333333333334,10.833333333333334,8.583333333333334,6.5,5.583333333333333,7.833333333333333,7.166666666666667,8.0
